EXPERIMENT_NAME,EXPERIMENT_NAME_VERSION,IMG_DIR,LABEL_DIR,VAL_DIR,CLASS_NAME,EPOCHS,THRESHOLD,MASK_COUNT,DEVICE,LR,OPTIMIZER,CRITERION
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589116.985974,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,4,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589118.233091,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,4,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589273.726556,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,4,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589275.985762,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,4,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589409.337273,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704589440.149828,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704592436.772868,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704592486.633228,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593131.151373,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593195.71813,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593338.612198,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593572.440586,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593857.149311,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704593859.454689,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594636.791026,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594798.256393,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594798.256345,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594873.212436,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594968.773485,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cpu,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594980.255479,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704594996.044712,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704595320.239464,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,4,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704595475.871836,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,400,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704595779.403376,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,400,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704595835.970458,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,400,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_clinkers,UNET_binary_grayscale_clinkers_1704596535.200774,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/clinkers,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/clinkers,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/clinkers,clinkers,20,0.5,400,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/grass,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/grass,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/grass,grass,20,0.5,999999999,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1704597437.863613,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,20,0.5,99999999,cuda,0.1,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/grass,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/grass,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/grass,grass,20,0.5,999999999,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/mozaik,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/mozaik,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/mozaik,mozaik,20,0.5,1000,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/tiles,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/tiles,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/tiles,tiles,20,0.5,400,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/bike-asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/bike-asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/bike-asphalt,bike-asphalt,20,0.5,1000,cuda,0.001,Adam,BCEWithLogitsLoss
UNET_binary_grayscale_asphalt,UNET_binary_grayscale_asphalt_1706482464.666767,/projects/0/gusr51794/srst_scratch_drive/binary_training/images/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/train/512/asphalt,/projects/0/gusr51794/srst_scratch_drive/binary_training/val/512/asphalt,asphalt,5,0.5,20,cuda,0.1,Adam,BCEWithLogitsLoss
